year,state_abb,district,cook_code,inside_code,avg_ratings_2018,avg_ratings_2020,avg_ratings_2022,total_avg_rating
2012,CA,7,-1,0,NA,NA,NA,-0.5
2012,CA,10,-1,-1,NA,NA,NA,-1
2012,CA,26,-1,0,NA,NA,NA,-0.5
2012,CA,36,-1,-1,NA,NA,NA,-1
2012,CA,52,-1,0,NA,NA,NA,-0.5
2012,CO,6,-1,-1,NA,NA,NA,-1
2012,FL,18,-1,-1,NA,NA,NA,-1
2012,IL,10,-1,0,NA,NA,NA,-0.5
2012,IL,11,-1,0,NA,NA,NA,-0.5
2012,IL,13,-1,0,NA,NA,NA,-0.5
2012,IL,17,-1,0,NA,NA,NA,-0.5
2012,MI,1,-1,0,NA,NA,NA,-0.5
2012,NH,1,-1,0,NA,NA,NA,-0.5
2012,NY,18,-1,-1,NA,NA,NA,-1
2012,OH,6,-1,-2,NA,NA,NA,-1.5
2012,TN,4,-1,-1,NA,NA,NA,-1
2012,TX,23,-1,-1,NA,NA,NA,-1
2014,AL,7,4,4,NA,NA,NA,4
2014,AZ,3,4,4,NA,NA,NA,4
2014,AZ,7,4,4,NA,NA,NA,4
2014,CA,2,4,4,NA,NA,NA,4
2014,CA,5,4,4,NA,NA,NA,4
2014,CA,6,4,4,NA,NA,NA,4
2014,CA,9,4,4,NA,NA,NA,4
2014,CA,11,4,4,NA,NA,NA,4
2014,CA,12,4,4,NA,NA,NA,4
2014,CA,13,4,4,NA,NA,NA,4
2014,CA,14,4,4,NA,NA,NA,4
2014,CA,15,4,4,NA,NA,NA,4
2014,CA,16,4,4,NA,NA,NA,4
2014,CA,17,4,4,NA,NA,NA,4
2014,CA,18,4,4,NA,NA,NA,4
2014,CA,19,4,4,NA,NA,NA,4
2014,CA,20,4,4,NA,NA,NA,4
2014,CA,27,4,4,NA,NA,NA,4
2014,CA,28,4,4,NA,NA,NA,4
2014,CA,29,4,4,NA,NA,NA,4
2014,CA,30,4,4,NA,NA,NA,4
2014,CA,32,4,4,NA,NA,NA,4
2014,CA,33,4,4,NA,NA,NA,4
2014,CA,34,4,4,NA,NA,NA,4
2014,CA,35,4,4,NA,NA,NA,4
2014,CA,37,4,4,NA,NA,NA,4
2014,CA,38,4,4,NA,NA,NA,4
2014,CA,40,4,4,NA,NA,NA,4
2014,CA,41,4,4,NA,NA,NA,4
2014,CA,43,4,4,NA,NA,NA,4
2014,CA,44,4,4,NA,NA,NA,4
2014,CA,46,4,4,NA,NA,NA,4
2014,CA,47,4,4,NA,NA,NA,4
2014,CA,51,4,4,NA,NA,NA,4
2014,CA,53,4,4,NA,NA,NA,4
2014,CO,1,4,4,NA,NA,NA,4
2014,CO,2,4,4,NA,NA,NA,4
2014,CO,7,4,4,NA,NA,NA,4
2014,CT,1,4,4,NA,NA,NA,4
2014,CT,2,4,4,NA,NA,NA,4
2014,CT,3,4,4,NA,NA,NA,4
2014,CT,4,4,4,NA,NA,NA,4
2014,DE,0,4,4,NA,NA,NA,4
2014,FL,5,4,4,NA,NA,NA,4
2014,FL,9,4,4,NA,NA,NA,4
2014,FL,14,4,4,NA,NA,NA,4
2014,FL,20,4,4,NA,NA,NA,4
2014,FL,21,4,4,NA,NA,NA,4
2014,FL,22,4,4,NA,NA,NA,4
2014,FL,23,4,4,NA,NA,NA,4
2014,FL,24,4,4,NA,NA,NA,4
2014,GA,2,4,4,NA,NA,NA,4
2014,GA,4,4,4,NA,NA,NA,4
2014,GA,5,4,4,NA,NA,NA,4
2014,GA,13,4,4,NA,NA,NA,4
2014,HI,2,4,4,NA,NA,NA,4
2014,IL,1,4,4,NA,NA,NA,4
2014,IL,2,4,4,NA,NA,NA,4
2014,IL,3,4,4,NA,NA,NA,4
2014,IL,4,4,4,NA,NA,NA,4
2014,IL,5,4,4,NA,NA,NA,4
2014,IL,7,4,4,NA,NA,NA,4
2014,IL,9,4,4,NA,NA,NA,4
2014,IN,1,4,4,NA,NA,NA,4
2014,IN,7,4,4,NA,NA,NA,4
2014,KY,3,4,4,NA,NA,NA,4
2014,LA,2,4,4,NA,NA,NA,4
2014,MA,1,4,4,NA,NA,NA,4
2014,MA,2,4,4,NA,NA,NA,4
2014,MA,3,4,4,NA,NA,NA,4
2014,MA,4,4,4,NA,NA,NA,4
2014,MA,5,4,4,NA,NA,NA,4
2014,MA,7,4,4,NA,NA,NA,4
2014,MA,8,4,4,NA,NA,NA,4
2014,MD,2,4,4,NA,NA,NA,4
2014,MD,3,4,4,NA,NA,NA,4
2014,MD,4,4,4,NA,NA,NA,4
2014,MD,5,4,4,NA,NA,NA,4
2014,MD,7,4,4,NA,NA,NA,4
2014,MD,8,4,4,NA,NA,NA,4
2014,ME,1,4,4,NA,NA,NA,4
2014,MI,5,4,4,NA,NA,NA,4
2014,MI,9,4,4,NA,NA,NA,4
2014,MI,12,4,4,NA,NA,NA,4
2014,MI,13,4,4,NA,NA,NA,4
2014,MI,14,4,4,NA,NA,NA,4
2014,MN,4,4,4,NA,NA,NA,4
2014,MN,5,4,4,NA,NA,NA,4
2014,MO,1,4,4,NA,NA,NA,4
2014,MO,5,4,4,NA,NA,NA,4
2014,MS,2,4,4,NA,NA,NA,4
2014,NC,1,4,4,NA,NA,NA,4
2014,NC,4,4,4,NA,NA,NA,4
2014,NC,12,4,4,NA,NA,NA,4
2014,NJ,1,4,4,NA,NA,NA,4
2014,NJ,6,4,4,NA,NA,NA,4
2014,NJ,8,4,4,NA,NA,NA,4
2014,NJ,9,4,4,NA,NA,NA,4
2014,NJ,10,4,4,NA,NA,NA,4
2014,NJ,12,4,4,NA,NA,NA,4
2014,NM,1,4,4,NA,NA,NA,4
2014,NM,3,4,4,NA,NA,NA,4
2014,NV,1,4,4,NA,NA,NA,4
2014,NY,3,4,4,NA,NA,NA,4
2014,NY,5,4,4,NA,NA,NA,4
2014,NY,6,4,4,NA,NA,NA,4
2014,NY,7,4,4,NA,NA,NA,4
2014,NY,8,4,4,NA,NA,NA,4
2014,NY,9,4,4,NA,NA,NA,4
2014,NY,10,4,4,NA,NA,NA,4
2014,NY,12,4,4,NA,NA,NA,4
2014,NY,13,4,4,NA,NA,NA,4
2014,NY,14,4,4,NA,NA,NA,4
2014,NY,15,4,4,NA,NA,NA,4
2014,NY,16,4,4,NA,NA,NA,4
2014,NY,17,4,4,NA,NA,NA,4
2014,NY,20,4,4,NA,NA,NA,4
2014,NY,25,4,4,NA,NA,NA,4
2014,NY,26,4,4,NA,NA,NA,4
2014,OH,3,4,4,NA,NA,NA,4
2014,OH,9,4,4,NA,NA,NA,4
2014,OH,11,4,4,NA,NA,NA,4
2014,OH,13,4,4,NA,NA,NA,4
2014,OR,1,4,4,NA,NA,NA,4
2014,OR,3,4,4,NA,NA,NA,4
2014,OR,4,4,4,NA,NA,NA,4
2014,OR,5,4,4,NA,NA,NA,4
2014,PA,1,4,4,NA,NA,NA,4
2014,PA,2,4,4,NA,NA,NA,4
2014,PA,13,4,4,NA,NA,NA,4
2014,PA,14,4,4,NA,NA,NA,4
2014,PA,17,4,4,NA,NA,NA,4
2014,RI,1,4,4,NA,NA,NA,4
2014,RI,2,4,4,NA,NA,NA,4
2014,SC,6,4,4,NA,NA,NA,4
2014,TN,5,4,4,NA,NA,NA,4
2014,TN,9,4,4,NA,NA,NA,4
2014,TX,9,4,4,NA,NA,NA,4
2014,TX,15,4,4,NA,NA,NA,4
2014,TX,16,4,4,NA,NA,NA,4
2014,TX,18,4,4,NA,NA,NA,4
2014,TX,20,4,4,NA,NA,NA,4
2014,TX,28,4,4,NA,NA,NA,4
2014,TX,29,4,4,NA,NA,NA,4
2014,TX,30,4,4,NA,NA,NA,4
2014,TX,33,4,4,NA,NA,NA,4
2014,TX,34,4,4,NA,NA,NA,4
2014,TX,35,4,4,NA,NA,NA,4
2014,VA,3,4,4,NA,NA,NA,4
2014,VA,8,4,4,NA,NA,NA,4
2014,VA,11,4,4,NA,NA,NA,4
2014,VT,0,4,4,NA,NA,NA,4
2014,WA,2,4,4,NA,NA,NA,4
2014,WA,6,4,4,NA,NA,NA,4
2014,WA,7,4,4,NA,NA,NA,4
2014,WA,9,4,4,NA,NA,NA,4
2014,WA,10,4,4,NA,NA,NA,4
2014,WI,2,4,4,NA,NA,NA,4
2014,WI,3,4,4,NA,NA,NA,4
2014,WI,4,4,4,NA,NA,NA,4
2014,CA,3,3,4,NA,NA,NA,3.5
2014,CA,24,3,3,NA,NA,NA,3
2014,CT,5,3,4,NA,NA,NA,3.5
2014,FL,18,3,4,NA,NA,NA,3.5
2014,IL,8,3,4,NA,NA,NA,3.5
2014,IL,11,3,4,NA,NA,NA,3.5
2014,MA,9,3,3,NA,NA,NA,3
2014,MD,6,3,4,NA,NA,NA,3.5
2014,MN,1,3,4,NA,NA,NA,3.5
2014,NY,4,3,4,NA,NA,NA,3.5
2014,WA,1,3,4,NA,NA,NA,3.5
2014,AZ,9,2,3,NA,NA,NA,2.5
2014,CA,31,2,2,NA,NA,NA,2
2014,CA,36,2,4,NA,NA,NA,3
2014,HI,1,2,2,NA,NA,NA,2
2014,IA,2,2,2,NA,NA,NA,2
2014,IL,17,2,3,NA,NA,NA,2.5
2014,MA,6,2,1,NA,NA,NA,1.5
2014,ME,2,2,2,NA,NA,NA,2
2014,MN,7,2,2,NA,NA,NA,2
2014,NH,2,2,2,NA,NA,NA,2
2014,NV,4,2,3,NA,NA,NA,2.5
2014,TX,23,2,2,NA,NA,NA,2
2014,AZ,1,1,0,NA,NA,NA,0.5
2014,AZ,2,1,0,NA,NA,NA,0.5
2014,CA,7,1,0,NA,NA,NA,0.5
2014,CA,26,1,2,NA,NA,NA,1.5
2014,CA,52,1,0,NA,NA,NA,0.5
2014,FL,26,1,-1,NA,NA,NA,0
2014,GA,12,1,2,NA,NA,NA,1.5
2014,IA,1,1,0,NA,NA,NA,0.5
2014,IL,10,1,0,NA,NA,NA,0.5
2014,IL,12,1,-1,NA,NA,NA,0
2014,MN,8,1,0,NA,NA,NA,0.5
2014,NH,1,1,1,NA,NA,NA,1
2014,NY,1,1,0,NA,NA,NA,0.5
2014,NY,18,1,1,NA,NA,NA,1
2014,NY,24,1,1,NA,NA,NA,1
2014,WV,3,1,0,NA,NA,NA,0.5
2014,AK,0,-4,-4,NA,NA,NA,-4
2014,AL,1,-4,-4,NA,NA,NA,-4
2014,AL,2,-4,-4,NA,NA,NA,-4
2014,AL,3,-4,-4,NA,NA,NA,-4
2014,AL,4,-4,-4,NA,NA,NA,-4
2014,AL,5,-4,-4,NA,NA,NA,-4
2014,AL,6,-4,-4,NA,NA,NA,-4
2014,AR,1,-4,-4,NA,NA,NA,-4
2014,AR,3,-4,-4,NA,NA,NA,-4
2014,AZ,4,-4,-4,NA,NA,NA,-4
2014,AZ,5,-4,-4,NA,NA,NA,-4
2014,AZ,6,-4,-4,NA,NA,NA,-4
2014,AZ,8,-4,-4,NA,NA,NA,-4
2014,CA,1,-4,-4,NA,NA,NA,-4
2014,CA,4,-4,-4,NA,NA,NA,-4
2014,CA,8,-4,-4,NA,NA,NA,-4
2014,CA,10,-4,-4,NA,NA,NA,-4
2014,CA,22,-4,-4,NA,NA,NA,-4
2014,CA,23,-4,-4,NA,NA,NA,-4
2014,CA,25,-4,-4,NA,NA,NA,-4
2014,CA,39,-4,-4,NA,NA,NA,-4
2014,CA,42,-4,-4,NA,NA,NA,-4
2014,CA,45,-4,-4,NA,NA,NA,-4
2014,CA,48,-4,-4,NA,NA,NA,-4
2014,CA,49,-4,-4,NA,NA,NA,-4
2014,CA,50,-4,-4,NA,NA,NA,-4
2014,CO,3,-4,-4,NA,NA,NA,-4
2014,CO,4,-4,-4,NA,NA,NA,-4
2014,CO,5,-4,-4,NA,NA,NA,-4
2014,FL,1,-4,-4,NA,NA,NA,-4
2014,FL,3,-4,-4,NA,NA,NA,-4
2014,FL,4,-4,-4,NA,NA,NA,-4
2014,FL,6,-4,-4,NA,NA,NA,-4
2014,FL,7,-4,-4,NA,NA,NA,-4
2014,FL,8,-4,-4,NA,NA,NA,-4
2014,FL,10,-4,-4,NA,NA,NA,-4
2014,FL,11,-4,-4,NA,NA,NA,-4
2014,FL,12,-4,-4,NA,NA,NA,-4
2014,FL,13,-4,-4,NA,NA,NA,-4
2014,FL,15,-4,-4,NA,NA,NA,-4
2014,FL,16,-4,-4,NA,NA,NA,-4
2014,FL,17,-4,-4,NA,NA,NA,-4
2014,FL,19,-4,-4,NA,NA,NA,-4
2014,FL,25,-4,-4,NA,NA,NA,-4
2014,FL,27,-4,-4,NA,NA,NA,-4
2014,GA,1,-4,-4,NA,NA,NA,-4
2014,GA,3,-4,-4,NA,NA,NA,-4
2014,GA,6,-4,-4,NA,NA,NA,-4
2014,GA,7,-4,-4,NA,NA,NA,-4
2014,GA,8,-4,-4,NA,NA,NA,-4
2014,GA,9,-4,-4,NA,NA,NA,-4
2014,GA,10,-4,-4,NA,NA,NA,-4
2014,GA,11,-4,-4,NA,NA,NA,-4
2014,GA,14,-4,-4,NA,NA,NA,-4
2014,IA,4,-4,-4,NA,NA,NA,-4
2014,ID,1,-4,-4,NA,NA,NA,-4
2014,ID,2,-4,-4,NA,NA,NA,-4
2014,IL,6,-4,-4,NA,NA,NA,-4
2014,IL,14,-4,-4,NA,NA,NA,-4
2014,IL,15,-4,-4,NA,NA,NA,-4
2014,IL,16,-4,-4,NA,NA,NA,-4
2014,IL,18,-4,-4,NA,NA,NA,-4
2014,IN,2,-4,-4,NA,NA,NA,-4
2014,IN,3,-4,-4,NA,NA,NA,-4
2014,IN,4,-4,-4,NA,NA,NA,-4
2014,IN,5,-4,-4,NA,NA,NA,-4
2014,IN,6,-4,-4,NA,NA,NA,-4
2014,IN,8,-4,-4,NA,NA,NA,-4
2014,IN,9,-4,-4,NA,NA,NA,-4
2014,KS,1,-4,-4,NA,NA,NA,-4
2014,KS,4,-4,-4,NA,NA,NA,-4
2014,KY,1,-4,-4,NA,NA,NA,-4
2014,KY,2,-4,-4,NA,NA,NA,-4
2014,KY,4,-4,-4,NA,NA,NA,-4
2014,KY,5,-4,-4,NA,NA,NA,-4
2014,KY,6,-4,-4,NA,NA,NA,-4
2014,LA,1,-4,-4,NA,NA,NA,-4
2014,LA,3,-4,-4,NA,NA,NA,-4
2014,LA,4,-4,-4,NA,NA,NA,-4
2014,LA,5,-4,-4,NA,NA,NA,-4
2014,LA,6,-4,-4,NA,NA,NA,-4
2014,MD,1,-4,-4,NA,NA,NA,-4
2014,MI,2,-4,-4,NA,NA,NA,-4
2014,MI,3,-4,-4,NA,NA,NA,-4
2014,MI,4,-4,-4,NA,NA,NA,-4
2014,MI,7,-4,-4,NA,NA,NA,-4
2014,MI,8,-4,-4,NA,NA,NA,-4
2014,MI,10,-4,-4,NA,NA,NA,-4
2014,MN,2,-4,-4,NA,NA,NA,-4
2014,MN,3,-4,-4,NA,NA,NA,-4
2014,MN,6,-4,-4,NA,NA,NA,-4
2014,MO,2,-4,-4,NA,NA,NA,-4
2014,MO,3,-4,-4,NA,NA,NA,-4
2014,MO,4,-4,-4,NA,NA,NA,-4
2014,MO,6,-4,-4,NA,NA,NA,-4
2014,MO,7,-4,-4,NA,NA,NA,-4
2014,MO,8,-4,-4,NA,NA,NA,-4
2014,MS,1,-4,-4,NA,NA,NA,-4
2014,MS,3,-4,-4,NA,NA,NA,-4
2014,MS,4,-4,-4,NA,NA,NA,-4
2014,NC,2,-4,-4,NA,NA,NA,-4
2014,NC,3,-4,-4,NA,NA,NA,-4
2014,NC,5,-4,-4,NA,NA,NA,-4
2014,NC,6,-4,-4,NA,NA,NA,-4
2014,NC,8,-4,-4,NA,NA,NA,-4
2014,NC,9,-4,-4,NA,NA,NA,-4
2014,NC,10,-4,-4,NA,NA,NA,-4
2014,NC,11,-4,-4,NA,NA,NA,-4
2014,NC,13,-4,-4,NA,NA,NA,-4
2014,NE,1,-4,-4,NA,NA,NA,-4
2014,NE,3,-4,-4,NA,NA,NA,-4
2014,NJ,2,-4,-4,NA,NA,NA,-4
2014,NJ,4,-4,-4,NA,NA,NA,-4
2014,NJ,7,-4,-4,NA,NA,NA,-4
2014,NJ,11,-4,-4,NA,NA,NA,-4
2014,NM,2,-4,-4,NA,NA,NA,-4
2014,NV,2,-4,-4,NA,NA,NA,-4
2014,NY,2,-4,-4,NA,NA,NA,-4
2014,NY,22,-4,-4,NA,NA,NA,-4
2014,NY,23,-4,-4,NA,NA,NA,-4
2014,NY,27,-4,-4,NA,NA,NA,-4
2014,OH,1,-4,-4,NA,NA,NA,-4
2014,OH,2,-4,-4,NA,NA,NA,-4
2014,OH,4,-4,-4,NA,NA,NA,-4
2014,OH,5,-4,-4,NA,NA,NA,-4
2014,OH,6,-4,-4,NA,NA,NA,-4
2014,OH,7,-4,-4,NA,NA,NA,-4
2014,OH,8,-4,-4,NA,NA,NA,-4
2014,OH,10,-4,-4,NA,NA,NA,-4
2014,OH,12,-4,-4,NA,NA,NA,-4
2014,OH,14,-4,-4,NA,NA,NA,-4
2014,OH,15,-4,-4,NA,NA,NA,-4
2014,OH,16,-4,-4,NA,NA,NA,-4
2014,OK,1,-4,-4,NA,NA,NA,-4
2014,OK,2,-4,-4,NA,NA,NA,-4
2014,OK,3,-4,-4,NA,NA,NA,-4
2014,OK,4,-4,-4,NA,NA,NA,-4
2014,OK,5,-4,-4,NA,NA,NA,-4
2014,OR,2,-4,-4,NA,NA,NA,-4
2014,PA,3,-4,-4,NA,NA,NA,-4
2014,PA,4,-4,-4,NA,NA,NA,-4
2014,PA,5,-4,-4,NA,NA,NA,-4
2014,PA,7,-4,-4,NA,NA,NA,-4
2014,PA,8,-4,-4,NA,NA,NA,-4
2014,PA,9,-4,-4,NA,NA,NA,-4
2014,PA,10,-4,-4,NA,NA,NA,-4
2014,PA,11,-4,-4,NA,NA,NA,-4
2014,PA,12,-4,-4,NA,NA,NA,-4
2014,PA,15,-4,-4,NA,NA,NA,-4
2014,PA,16,-4,-4,NA,NA,NA,-4
2014,PA,18,-4,-4,NA,NA,NA,-4
2014,SC,1,-4,-4,NA,NA,NA,-4
2014,SC,2,-4,-4,NA,NA,NA,-4
2014,SC,3,-4,-4,NA,NA,NA,-4
2014,SC,4,-4,-4,NA,NA,NA,-4
2014,SC,5,-4,-4,NA,NA,NA,-4
2014,SC,7,-4,-4,NA,NA,NA,-4
2014,SD,0,-4,-4,NA,NA,NA,-4
2014,TN,1,-4,-4,NA,NA,NA,-4
2014,TN,2,-4,-4,NA,NA,NA,-4
2014,TN,3,-4,-4,NA,NA,NA,-4
2014,TN,4,-4,-4,NA,NA,NA,-4
2014,TN,6,-4,-4,NA,NA,NA,-4
2014,TN,7,-4,-4,NA,NA,NA,-4
2014,TN,8,-4,-4,NA,NA,NA,-4
2014,TX,1,-4,-4,NA,NA,NA,-4
2014,TX,2,-4,-4,NA,NA,NA,-4
2014,TX,3,-4,-4,NA,NA,NA,-4
2014,TX,4,-4,-4,NA,NA,NA,-4
2014,TX,5,-4,-4,NA,NA,NA,-4
2014,TX,6,-4,-4,NA,NA,NA,-4
2014,TX,7,-4,-4,NA,NA,NA,-4
2014,TX,8,-4,-4,NA,NA,NA,-4
2014,TX,10,-4,-4,NA,NA,NA,-4
2014,TX,11,-4,-4,NA,NA,NA,-4
2014,TX,12,-4,-4,NA,NA,NA,-4
2014,TX,13,-4,-4,NA,NA,NA,-4
2014,TX,14,-4,-4,NA,NA,NA,-4
2014,TX,17,-4,-4,NA,NA,NA,-4
2014,TX,19,-4,-4,NA,NA,NA,-4
2014,TX,21,-4,-4,NA,NA,NA,-4
2014,TX,22,-4,-4,NA,NA,NA,-4
2014,TX,24,-4,-4,NA,NA,NA,-4
2014,TX,25,-4,-4,NA,NA,NA,-4
2014,TX,26,-4,-4,NA,NA,NA,-4
2014,TX,27,-4,-4,NA,NA,NA,-4
2014,TX,31,-4,-4,NA,NA,NA,-4
2014,TX,32,-4,-4,NA,NA,NA,-4
2014,TX,36,-4,-4,NA,NA,NA,-4
2014,UT,1,-4,-4,NA,NA,NA,-4
2014,UT,2,-4,-4,NA,NA,NA,-4
2014,UT,3,-4,-4,NA,NA,NA,-4
2014,VA,1,-4,-4,NA,NA,NA,-4
2014,VA,2,-4,-4,NA,NA,NA,-4
2014,VA,4,-4,-4,NA,NA,NA,-4
2014,VA,5,-4,-4,NA,NA,NA,-4
2014,VA,6,-4,-4,NA,NA,NA,-4
2014,VA,7,-4,-4,NA,NA,NA,-4
2014,VA,9,-4,-4,NA,NA,NA,-4
2014,WA,3,-4,-4,NA,NA,NA,-4
2014,WA,4,-4,-4,NA,NA,NA,-4
2014,WA,5,-4,-4,NA,NA,NA,-4
2014,WA,8,-4,-4,NA,NA,NA,-4
2014,WI,1,-4,-4,NA,NA,NA,-4
2014,WI,5,-4,-4,NA,NA,NA,-4
2014,WI,7,-4,-4,NA,NA,NA,-4
2014,WI,8,-4,-4,NA,NA,NA,-4
2014,WV,1,-4,-4,NA,NA,NA,-4
2014,WY,0,-4,-4,NA,NA,NA,-4
2014,IL,13,-3,-4,NA,NA,NA,-3.5
2014,KS,2,-3,-4,NA,NA,NA,-3.5
2014,KS,3,-3,-4,NA,NA,NA,-3.5
2014,MI,1,-3,-3,NA,NA,NA,-3
2014,MI,6,-3,-4,NA,NA,NA,-3.5
2014,MI,11,-3,-4,NA,NA,NA,-3.5
2014,MT,0,-3,-4,NA,NA,NA,-3.5
2014,NC,7,-3,-4,NA,NA,NA,-3.5
2014,ND,0,-3,-4,NA,NA,NA,-3.5
2014,NJ,5,-3,-4,NA,NA,NA,-3.5
2014,NV,3,-3,-4,NA,NA,NA,-3.5
2014,NY,19,-3,-4,NA,NA,NA,-3.5
2014,NY,21,-3,-4,NA,NA,NA,-3.5
2014,PA,6,-3,-3,NA,NA,NA,-3
2014,UT,4,-3,-4,NA,NA,NA,-3.5
2014,WI,6,-3,-4,NA,NA,NA,-3.5
2014,AR,4,-2,-3,NA,NA,NA,-2.5
2014,CA,21,-2,-3,NA,NA,NA,-2.5
2014,CO,6,-2,-1,NA,NA,NA,-1.5
2014,NJ,3,-2,-2,NA,NA,NA,-2
2014,NY,11,-2,-1,NA,NA,NA,-1.5
2014,VA,10,-2,-2,NA,NA,NA,-2
2014,AR,2,-1,-1,NA,NA,NA,-1
2014,FL,2,-1,0,NA,NA,NA,-0.5
2014,IA,3,-1,0,NA,NA,NA,-0.5
2014,NE,2,-1,1,NA,NA,NA,0
2014,WV,2,-1,-1,NA,NA,NA,-1
2016,AL,7,4,4,NA,NA,NA,4
2016,AZ,3,4,4,NA,NA,NA,4
2016,AZ,7,4,4,NA,NA,NA,4
2016,AZ,9,4,4,NA,NA,NA,4
2016,CA,2,4,4,NA,NA,NA,4
2016,CA,3,4,4,NA,NA,NA,4
2016,CA,5,4,4,NA,NA,NA,4
2016,CA,6,4,4,NA,NA,NA,4
2016,CA,9,4,4,NA,NA,NA,4
2016,CA,11,4,4,NA,NA,NA,4
2016,CA,12,4,4,NA,NA,NA,4
2016,CA,13,4,4,NA,NA,NA,4
2016,CA,14,4,4,NA,NA,NA,4
2016,CA,15,4,4,NA,NA,NA,4
2016,CA,16,4,4,NA,NA,NA,4
2016,CA,17,4,4,NA,NA,NA,4
2016,CA,18,4,4,NA,NA,NA,4
2016,CA,19,4,4,NA,NA,NA,4
2016,CA,20,4,4,NA,NA,NA,4
2016,CA,26,4,4,NA,NA,NA,4
2016,CA,27,4,4,NA,NA,NA,4
2016,CA,28,4,4,NA,NA,NA,4
2016,CA,29,4,4,NA,NA,NA,4
2016,CA,30,4,4,NA,NA,NA,4
2016,CA,31,4,4,NA,NA,NA,4
2016,CA,32,4,4,NA,NA,NA,4
2016,CA,33,4,4,NA,NA,NA,4
2016,CA,34,4,4,NA,NA,NA,4
2016,CA,35,4,4,NA,NA,NA,4
2016,CA,36,4,4,NA,NA,NA,4
2016,CA,37,4,4,NA,NA,NA,4
2016,CA,38,4,4,NA,NA,NA,4
2016,CA,40,4,4,NA,NA,NA,4
2016,CA,41,4,4,NA,NA,NA,4
2016,CA,43,4,4,NA,NA,NA,4
2016,CA,44,4,4,NA,NA,NA,4
2016,CA,46,4,4,NA,NA,NA,4
2016,CA,47,4,4,NA,NA,NA,4
2016,CA,51,4,4,NA,NA,NA,4
2016,CA,52,4,4,NA,NA,NA,4
2016,CA,53,4,4,NA,NA,NA,4
2016,CO,1,4,4,NA,NA,NA,4
2016,CO,2,4,4,NA,NA,NA,4
2016,CO,7,4,4,NA,NA,NA,4
2016,CT,1,4,4,NA,NA,NA,4
2016,CT,2,4,4,NA,NA,NA,4
2016,CT,3,4,4,NA,NA,NA,4
2016,CT,4,4,4,NA,NA,NA,4
2016,CT,5,4,4,NA,NA,NA,4
2016,DE,0,4,4,NA,NA,NA,4
2016,FL,5,4,4,NA,NA,NA,4
2016,FL,9,4,4,NA,NA,NA,4
2016,FL,14,4,4,NA,NA,NA,4
2016,FL,20,4,4,NA,NA,NA,4
2016,FL,21,4,4,NA,NA,NA,4
2016,FL,22,4,4,NA,NA,NA,4
2016,FL,23,4,4,NA,NA,NA,4
2016,FL,24,4,4,NA,NA,NA,4
2016,GA,2,4,4,NA,NA,NA,4
2016,GA,4,4,4,NA,NA,NA,4
2016,GA,5,4,4,NA,NA,NA,4
2016,GA,13,4,4,NA,NA,NA,4
2016,HI,1,4,4,NA,NA,NA,4
2016,HI,2,4,4,NA,NA,NA,4
2016,IA,2,4,4,NA,NA,NA,4
2016,IL,1,4,4,NA,NA,NA,4
2016,IL,2,4,4,NA,NA,NA,4
2016,IL,3,4,4,NA,NA,NA,4
2016,IL,4,4,4,NA,NA,NA,4
2016,IL,5,4,4,NA,NA,NA,4
2016,IL,7,4,4,NA,NA,NA,4
2016,IL,8,4,4,NA,NA,NA,4
2016,IL,9,4,4,NA,NA,NA,4
2016,IL,11,4,4,NA,NA,NA,4
2016,IL,17,4,4,NA,NA,NA,4
2016,IN,1,4,4,NA,NA,NA,4
2016,IN,7,4,4,NA,NA,NA,4
2016,KY,3,4,4,NA,NA,NA,4
2016,LA,2,4,4,NA,NA,NA,4
2016,MA,1,4,4,NA,NA,NA,4
2016,MA,2,4,4,NA,NA,NA,4
2016,MA,3,4,4,NA,NA,NA,4
2016,MA,4,4,4,NA,NA,NA,4
2016,MA,5,4,4,NA,NA,NA,4
2016,MA,6,4,4,NA,NA,NA,4
2016,MA,7,4,4,NA,NA,NA,4
2016,MA,8,4,4,NA,NA,NA,4
2016,MA,9,4,4,NA,NA,NA,4
2016,MD,2,4,4,NA,NA,NA,4
2016,MD,3,4,4,NA,NA,NA,4
2016,MD,4,4,4,NA,NA,NA,4
2016,MD,5,4,4,NA,NA,NA,4
2016,MD,7,4,4,NA,NA,NA,4
2016,MD,8,4,4,NA,NA,NA,4
2016,ME,1,4,4,NA,NA,NA,4
2016,MI,5,4,4,NA,NA,NA,4
2016,MI,9,4,4,NA,NA,NA,4
2016,MI,12,4,4,NA,NA,NA,4
2016,MI,13,4,4,NA,NA,NA,4
2016,MI,14,4,4,NA,NA,NA,4
2016,MN,1,4,4,NA,NA,NA,4
2016,MN,4,4,4,NA,NA,NA,4
2016,MN,5,4,4,NA,NA,NA,4
2016,MN,7,4,4,NA,NA,NA,4
2016,MO,1,4,4,NA,NA,NA,4
2016,MO,5,4,4,NA,NA,NA,4
2016,MS,2,4,4,NA,NA,NA,4
2016,NC,1,4,4,NA,NA,NA,4
2016,NC,4,4,4,NA,NA,NA,4
2016,NC,12,4,4,NA,NA,NA,4
2016,NH,2,4,4,NA,NA,NA,4
2016,NJ,1,4,4,NA,NA,NA,4
2016,NJ,6,4,4,NA,NA,NA,4
2016,NJ,8,4,4,NA,NA,NA,4
2016,NJ,9,4,4,NA,NA,NA,4
