state,year,district,DemVotesMajorPercent,incumb_district,midterm,house_party_in_power_at_election,pres_party_in_power_at_election,mean_dem_natl_gb_margin,total_avg_rating,democratic_house,democratic_president,midterm_election,previous_voteshare
Texas,2004,19,40.67,1,pres,R,R,-2.066666666666667,NA,0,0,0,16.35
Texas,2004,20,67.17,1,pres,R,R,-2.066666666666667,NA,0,0,0,63.98
Texas,2004,21,36.61,1,pres,R,R,-2.066666666666667,NA,0,0,0,25.78
Texas,2004,22,42.69,1,pres,R,R,-2.066666666666667,NA,0,0,0,35.67
Tennessee,2004,3,33.66,1,pres,R,R,-2.066666666666667,NA,0,0,0,34.38
Tennessee,2004,4,55.73,1,pres,R,R,-2.066666666666667,NA,0,0,0,52.84
Tennessee,2004,5,69.26,1,pres,R,R,-2.066666666666667,NA,0,0,0,65.71
Tennessee,2004,6,65.67,1,pres,R,R,-2.066666666666667,NA,0,0,0,67.09
Tennessee,2004,8,74.36,1,pres,R,R,-2.066666666666667,NA,0,0,0,71.98
Tennessee,2004,9,82.1,1,pres,R,R,-2.066666666666667,NA,0,0,0,80.67
Texas,2004,1,38,1,pres,R,R,-2.066666666666667,NA,0,0,0,56.45
Texas,2004,2,43.59,1,pres,R,R,-2.066666666666667,NA,0,0,0,61.44
Texas,2004,4,30.85,1,pres,R,R,-2.066666666666667,NA,0,0,0,58.89
Texas,2004,5,33.78,1,pres,R,R,-2.066666666666667,NA,0,0,0,40.89
Texas,2004,6,33.13,1,pres,R,R,-2.066666666666667,NA,0,0,0,28.24
Texas,2004,7,34.19,1,pres,R,R,-2.066666666666667,NA,0,0,0,24.83
Texas,2004,8,30.1,1,pres,R,R,-2.066666666666667,NA,0,0,0,22.97
Texas,2004,9,73.09,0,pres,R,R,-2.066666666666667,NA,0,0,0,59.25
Texas,2004,11,22.11,0,pres,R,R,-2.066666666666667,NA,0,0,0,52.25
Texas,2004,12,27.68,1,pres,R,R,-2.066666666666667,NA,0,0,0,36.48
Texas,2004,15,58.59,1,pres,R,R,-2.066666666666667,NA,0,0,0,58.36
Texas,2004,16,68.48,1,pres,R,R,-2.066666666666667,NA,0,0,0,69.36
Texas,2004,17,51.92,1,pres,R,R,-2.066666666666667,NA,0,0,0,52.01
Texas,2004,23,29.8,1,pres,R,R,-2.066666666666667,NA,0,0,0,47.81
Texas,2004,24,34.85,0,pres,R,R,-2.066666666666667,NA,0,0,0,65.57
Texas,2004,25,68.74,1,pres,R,R,-2.066666666666667,NA,0,0,0,55.96
Texas,2004,26,33.22,1,pres,R,R,-2.066666666666667,NA,0,0,0,23.33
Texas,2004,27,64.4,1,pres,R,R,-2.066666666666667,NA,0,0,0,62.57
Texas,2004,28,60.46,0,pres,R,R,-2.066666666666667,NA,0,0,0,72.58
Texas,2004,31,33.38,1,pres,R,R,-2.066666666666667,NA,0,0,0,28.37
Texas,2004,32,44.76,1,pres,R,R,-2.066666666666667,NA,0,0,0,30.93
Utah,2004,1,30.02,1,pres,R,R,-2.066666666666667,NA,0,0,0,37.69
Utah,2004,2,55.89,1,pres,R,R,-2.066666666666667,NA,0,0,0,50.37
Utah,2004,3,33.9,1,pres,R,R,-2.066666666666667,NA,0,0,0,30.06
Vermont,2004,0,22.6,0,pres,R,R,-2.066666666666667,NA,0,0,0,22.3
Virginia,2004,2,44.86,0,pres,R,R,-2.066666666666667,NA,0,0,0,48
Virginia,2004,3,69.42,1,pres,R,R,-2.066666666666667,NA,0,0,0,82.14
Virginia,2004,4,35.5,1,pres,R,R,-2.066666666666667,NA,0,0,0,78.63
Virginia,2004,5,36.29,1,pres,R,R,-2.066666666666667,NA,0,0,0,36.5
Virginia,2004,8,61.82,1,pres,R,R,-2.066666666666667,NA,0,0,0,61.58
Virginia,2004,9,60.37,1,pres,R,R,-2.066666666666667,NA,0,0,0,65.77
Virginia,2004,10,36.16,1,pres,R,R,-2.066666666666667,NA,0,0,0,28.17
Virginia,2004,11,38.84,1,pres,R,R,-2.066666666666667,NA,0,0,0,35.69
Washington,2004,1,63.4,1,pres,R,R,-2.066666666666667,NA,0,0,0,57.39
Washington,2004,2,65.56,1,pres,R,R,-2.066666666666667,NA,0,0,0,52.24
Washington,2004,3,61.93,1,pres,R,R,-2.066666666666667,NA,0,0,0,61.69
Washington,2004,4,37.43,1,pres,R,R,-2.066666666666667,NA,0,0,0,33.1
Washington,2004,5,40.32,0,pres,R,R,-2.066666666666667,NA,0,0,0,33.95
Washington,2004,6,68.99,1,pres,R,R,-2.066666666666667,NA,0,0,0,67.19
Washington,2004,7,80.68,1,pres,R,R,-2.066666666666667,NA,0,0,0,77.16
Washington,2004,8,47.56,0,pres,R,R,-2.066666666666667,NA,0,0,0,38.43
Washington,2004,9,64.78,1,pres,R,R,-2.066666666666667,NA,0,0,0,60.27
West Virginia,2004,1,67.78,1,pres,R,R,-2.066666666666667,NA,0,0,0,70.3
West Virginia,2004,2,41.82,1,pres,R,R,-2.066666666666667,NA,0,0,0,39.96
West Virginia,2004,3,65.2,1,pres,R,R,-2.066666666666667,NA,0,0,0,70.22
Wisconsin,2004,1,33.25,1,pres,R,R,-2.066666666666667,NA,0,0,0,31.31
Wisconsin,2004,2,63.31,1,pres,R,R,-2.066666666666667,NA,0,0,0,66.12
Wisconsin,2004,3,56.48,1,pres,R,R,-2.066666666666667,NA,0,0,0,65.2
Wisconsin,2004,4,71.2,0,pres,R,R,-2.066666666666667,NA,0,0,0,61.64
Wisconsin,2004,5,32.3,1,pres,R,R,-2.066666666666667,NA,0,0,0,77.91
Wisconsin,2004,6,31,1,pres,R,R,-2.066666666666667,NA,0,0,0,34.91
Wisconsin,2004,8,29.84,1,pres,R,R,-2.066666666666667,NA,0,0,0,24.77
Wyoming,2004,0,43.08,1,pres,R,R,-2.066666666666667,NA,0,0,0,37.44
Alabama,2002,1,38.44,0,midterm,R,R,1.4181818181818182,NA,0,0,1,34.45
Alabama,2002,2,30.04,1,midterm,R,R,1.4181818181818182,NA,0,0,1,29.96
Alabama,2002,3,48.93,0,midterm,R,R,1.4181818181818182,NA,0,0,1,41.9
Alabama,2002,5,74.78,0,midterm,R,R,1.4181818181818182,NA,0,0,1,69.73
Alaska,2002,0,18.83,1,midterm,R,R,1.4181818181818182,NA,0,0,1,19.21
Arizona,2002,1,48.12,0,midterm,R,R,1.4181818181818182,NA,0,0,1,44.15
Arizona,2002,2,37.89,0,midterm,R,R,1.4181818181818182,NA,0,0,1,71.81
Arizona,2002,3,31.03,1,midterm,R,R,1.4181818181818182,NA,0,0,1,32.31
Arizona,2002,4,70.78,1,midterm,R,R,1.4181818181818182,NA,0,0,1,33.84
Arizona,2002,5,37.21,1,midterm,R,R,1.4181818181818182,NA,0,0,1,36.99
Arizona,2002,6,32.37,1,midterm,R,R,1.4181818181818182,NA,0,0,1,36.72
Arizona,2002,7,61.42,0,midterm,R,R,1.4181818181818182,NA,0,0,1,NA
Arizona,2002,8,34.66,1,midterm,R,R,1.4181818181818182,NA,0,0,1,NA
Arkansas,2002,1,66.84,1,midterm,R,R,1.4181818181818182,NA,0,0,1,60.22
Arkansas,2002,4,60.56,1,midterm,R,R,1.4181818181818182,NA,0,0,1,50.97
California,2002,1,66.41,1,midterm,R,R,1.4181818181818182,NA,0,0,1,69.91
California,2002,2,30.82,1,midterm,R,R,1.4181818181818182,NA,0,0,1,30
California,2002,3,35.55,1,midterm,R,R,1.4181818181818182,NA,0,0,1,41.86
California,2002,4,32.99,1,midterm,R,R,1.4181818181818182,NA,0,0,1,33.16
California,2002,5,72.74,1,midterm,R,R,1.4181818181818182,NA,0,0,1,72.44
California,2002,6,69.25,1,midterm,R,R,1.4181818181818182,NA,0,0,1,69.43
California,2002,7,72.79,1,midterm,R,R,1.4181818181818182,NA,0,0,1,78.34
California,2002,8,86.42,1,midterm,R,R,1.4181818181818182,NA,0,0,1,87.79
California,2002,9,84.29,1,midterm,R,R,1.4181818181818182,NA,0,0,1,89.66
California,2002,11,39.69,1,midterm,R,R,1.4181818181818182,NA,0,0,1,39.73
California,2002,12,73.34,1,midterm,R,R,1.4181818181818182,NA,0,0,1,78.2
California,2002,13,76.31,1,midterm,R,R,1.4181818181818182,NA,0,0,1,74.35
California,2002,14,70.77,1,midterm,R,R,1.4181818181818182,NA,0,0,1,73.16
California,2002,15,67.96,1,midterm,R,R,1.4181818181818182,NA,0,0,1,56.28
California,2002,16,69.22,1,midterm,R,R,1.4181818181818182,NA,0,0,1,75.57
California,2002,17,71.59,1,midterm,R,R,1.4181818181818182,NA,0,0,1,73.53
California,2002,18,54.17,0,midterm,R,R,1.4181818181818182,NA,0,0,1,68.18
California,2002,19,30.86,1,midterm,R,R,1.4181818181818182,NA,0,0,1,32.81
California,2002,20,65.02,1,midterm,R,R,1.4181818181818182,NA,0,0,1,53.5
California,2002,21,27.12,0,midterm,R,R,1.4181818181818182,NA,0,0,1,25.71
California,2002,22,24.45,1,midterm,R,R,1.4181818181818182,NA,0,0,1,54.51
California,2002,23,60.47,1,midterm,R,R,1.4181818181818182,NA,0,0,1,42.94
California,2002,24,32.76,1,midterm,R,R,1.4181818181818182,NA,0,0,1,68.89
California,2002,25,32.38,1,midterm,R,R,1.4181818181818182,NA,0,0,1,34.78
California,2002,26,34.43,0,midterm,R,R,1.4181818181818182,NA,0,0,1,69.72
California,2002,27,61.96,1,midterm,R,R,1.4181818181818182,NA,0,0,1,54.61
California,2002,28,75.51,1,midterm,R,R,1.4181818181818182,NA,0,0,1,41.24
California,2002,29,65.18,1,midterm,R,R,1.4181818181818182,NA,0,0,1,79.75
California,2002,30,70.37,1,midterm,R,R,1.4181818181818182,NA,0,0,1,87.59
California,2002,31,81.15,1,midterm,R,R,1.4181818181818182,NA,0,0,1,75.56
California,2002,32,71.47,1,midterm,R,R,1.4181818181818182,NA,0,0,1,87.34
California,2002,33,85.41,1,midterm,R,R,1.4181818181818182,NA,0,0,1,87.99
California,2002,34,74.04,1,midterm,R,R,1.4181818181818182,NA,0,0,1,76.01
California,2002,35,80.01,1,midterm,R,R,1.4181818181818182,NA,0,0,1,88.88
California,2002,36,63.67,1,midterm,R,R,1.4181818181818182,NA,0,0,1,50.98
California,2002,37,75.89,1,midterm,R,R,1.4181818181818182,NA,0,0,1,87.96
California,2002,38,73.02,1,midterm,R,R,1.4181818181818182,NA,0,0,1,49.49
California,2002,39,57.31,0,midterm,R,R,1.4181818181818182,NA,0,0,1,33.43
California,2002,40,30.35,1,midterm,R,R,1.4181818181818182,NA,0,0,1,32.96
California,2002,41,30.54,1,midterm,R,R,1.4181818181818182,NA,0,0,1,38.79
California,2002,42,29.94,1,midterm,R,R,1.4181818181818182,NA,0,0,1,62.98
California,2002,43,68.55,1,midterm,R,R,1.4181818181818182,NA,0,0,1,40.44
California,2002,44,33.15,1,midterm,R,R,1.4181818181818182,NA,0,0,1,39.06
California,2002,45,33.41,1,midterm,R,R,1.4181818181818182,NA,0,0,1,34.27
California,2002,46,35.88,1,midterm,R,R,1.4181818181818182,NA,0,0,1,63.23
California,2002,47,63.58,1,midterm,R,R,1.4181818181818182,NA,0,0,1,31.44
California,2002,48,29.35,1,midterm,R,R,1.4181818181818182,NA,0,0,1,31.56
California,2002,50,33.46,1,midterm,R,R,1.4181818181818182,NA,0,0,1,71.19
California,2002,51,59.56,1,midterm,R,R,1.4181818181818182,NA,0,0,1,32.09
California,2002,52,26.85,1,midterm,R,R,1.4181818181818182,NA,0,0,1,32.6
California,2002,53,62.21,1,midterm,R,R,1.4181818181818182,NA,0,0,1,NA
Colorado,2002,1,69.13,1,midterm,R,R,1.4181818181818182,NA,0,0,1,71.59
Colorado,2002,2,62.04,1,midterm,R,R,1.4181818181818182,NA,0,0,1,58.75
Colorado,2002,3,32.21,1,midterm,R,R,1.4181818181818182,NA,0,0,1,30.62
Colorado,2002,4,43.13,0,midterm,R,R,1.4181818181818182,NA,0,0,1,40.66
Colorado,2002,5,26.24,1,midterm,R,R,1.4181818181818182,NA,0,0,1,26.31
Colorado,2002,6,30.99,1,midterm,R,R,1.4181818181818182,NA,0,0,1,43.88
Colorado,2002,7,49.96,0,midterm,R,R,1.4181818181818182,NA,0,0,1,NA
Connecticut,2002,1,66.79,0,midterm,R,R,1.4181818181818182,NA,0,0,1,71.92
Connecticut,2002,2,45.91,1,midterm,R,R,1.4181818181818182,NA,0,0,1,49.37
Connecticut,2002,3,68.94,0,midterm,R,R,1.4181818181818182,NA,0,0,1,72.33
Connecticut,2002,4,35.57,1,midterm,R,R,1.4181818181818182,NA,0,0,1,41.48
Connecticut,2002,5,44.37,1,midterm,R,R,1.4181818181818182,NA,0,0,1,54.77
Delaware,2002,0,27.04,1,midterm,R,R,1.4181818181818182,NA,0,0,1,31.3
Florida,2002,1,25.4,1,midterm,R,R,1.4181818181818182,NA,0,0,1,27.43
Florida,2002,2,66.9,1,midterm,R,R,1.4181818181818182,NA,0,0,1,72.12
Florida,2002,3,59.29,1,midterm,R,R,1.4181818181818182,NA,0,0,1,57.59
Florida,2002,5,49.12,1,midterm,R,R,1.4181818181818182,NA,0,0,1,64.27
Florida,2002,6,34.64,1,midterm,R,R,1.4181818181818182,NA,0,0,1,32.82
Florida,2002,7,40.42,1,midterm,R,R,1.4181818181818182,NA,0,0,1,36.79
Florida,2002,8,34.86,1,midterm,R,R,1.4181818181818182,NA,0,0,1,49.2
Florida,2002,9,28.53,1,midterm,R,R,1.4181818181818182,NA,0,0,1,31.34
Florida,2002,13,45.21,0,midterm,R,R,1.4181818181818182,NA,0,0,1,36.14
Florida,2002,15,36.85,1,midterm,R,R,1.4181818181818182,NA,0,0,1,40.01
Florida,2002,18,29.28,1,midterm,R,R,1.4181818181818182,NA,0,0,1,33.23
Florida,2002,19,72.16,1,midterm,R,R,1.4181818181818182,NA,0,0,1,71.62
Florida,2002,22,38.69,1,midterm,R,R,1.4181818181818182,NA,0,0,1,49.86
Florida,2002,23,77.49,1,midterm,R,R,1.4181818181818182,NA,0,0,1,76.35
Florida,2002,24,38.16,0,midterm,R,R,1.4181818181818182,NA,0,0,1,NA
Florida,2002,25,35.35,0,midterm,R,R,1.4181818181818182,NA,0,0,1,NA
Georgia,2002,1,27.86,1,midterm,R,R,1.4181818181818182,NA,0,0,1,30.86
Georgia,2002,3,50.51,0,midterm,R,R,1.4181818181818182,NA,0,0,1,36.49
Georgia,2002,4,77.03,0,midterm,R,R,1.4181818181818182,NA,0,0,1,60.72
Georgia,2002,6,20.09,1,midterm,R,R,1.4181818181818182,NA,0,0,1,25.25
Georgia,2002,7,21.08,1,midterm,R,R,1.4181818181818182,NA,0,0,1,44.74
Georgia,2002,8,21.67,1,midterm,R,R,1.4181818181818182,NA,0,0,1,41.08
Georgia,2002,9,27.16,1,midterm,R,R,1.4181818181818182,NA,0,0,1,24.79
Georgia,2002,11,48.38,0,midterm,R,R,1.4181818181818182,NA,0,0,1,30.68
Georgia,2002,12,44.81,0,midterm,R,R,1.4181818181818182,NA,0,0,1,NA
Georgia,2002,13,59.63,0,midterm,R,R,1.4181818181818182,NA,0,0,1,NA
Hawaii,2002,1,74.52,1,midterm,R,R,1.4181818181818182,NA,0,0,1,70.69
Hawaii,2002,2,58.42,1,midterm,R,R,1.4181818181818182,NA,0,0,1,63.13
Idaho,2002,1,39.93,1,midterm,R,R,1.4181818181818182,NA,0,0,1,32.61
Idaho,2002,2,29.87,1,midterm,R,R,1.4181818181818182,NA,0,0,1,26.83
Illinois,2002,1,83.35,1,midterm,R,R,1.4181818181818182,NA,0,0,1,87.81
Illinois,2002,2,82.3,1,midterm,R,R,1.4181818181818182,NA,0,0,1,89.84
Illinois,2002,4,84.05,1,midterm,R,R,1.4181818181818182,NA,0,0,1,83.74
Illinois,2002,5,69.84,0,midterm,R,R,1.4181818181818182,NA,0,0,1,73.97
Illinois,2002,6,34.91,1,midterm,R,R,1.4181818181818182,NA,0,0,1,41.06
Illinois,2002,7,84.51,1,midterm,R,R,1.4181818181818182,NA,0,0,1,85.93
Illinois,2002,8,42.57,1,midterm,R,R,1.4181818181818182,NA,0,0,1,39.01
Illinois,2002,9,72.37,1,midterm,R,R,1.4181818181818182,NA,0,0,1,76.43
Illinois,2002,10,31.19,1,midterm,R,R,1.4181818181818182,NA,0,0,1,48.81
Illinois,2002,11,35.68,1,midterm,R,R,1.4181818181818182,NA,0,0,1,43.63
Illinois,2002,12,69.25,1,midterm,R,R,1.4181818181818182,NA,0,0,1,60.36
Illinois,2002,13,29.74,1,midterm,R,R,1.4181818181818182,NA,0,0,1,33.82
Illinois,2002,14,25.86,1,midterm,R,R,1.4181818181818182,NA,0,0,1,26.01
Illinois,2002,15,32.26,1,midterm,R,R,1.4181818181818182,NA,0,0,1,46.77
Illinois,2002,16,29.39,1,midterm,R,R,1.4181818181818182,NA,0,0,1,33.26
Illinois,2002,17,62.42,1,midterm,R,R,1.4181818181818182,NA,0,0,1,54.9
Illinois,2002,19,45.21,1,midterm,R,R,1.4181818181818182,NA,0,0,1,64.56
Indiana,2002,1,68.34,1,midterm,R,R,1.4181818181818182,NA,0,0,1,72.57
Indiana,2002,2,47.57,0,midterm,R,R,1.4181818181818182,NA,0,0,1,43.28
Indiana,2002,3,35.3,1,midterm,R,R,1.4181818181818182,NA,0,0,1,52.09
Indiana,2002,4,26.81,1,midterm,R,R,1.4181818181818182,NA,0,0,1,36.24
Indiana,2002,5,25.92,1,midterm,R,R,1.4181818181818182,NA,0,0,1,38.14
Indiana,2002,6,35.03,1,midterm,R,R,1.4181818181818182,NA,0,0,1,27.32
Indiana,2002,7,54.62,1,midterm,R,R,1.4181818181818182,NA,0,0,1,32.95
Indiana,2002,8,47.29,1,midterm,R,R,1.4181818181818182,NA,0,0,1,46.23
Indiana,2002,9,52.58,1,midterm,R,R,1.4181818181818182,NA,0,0,1,55.29
Iowa,2002,1,42.73,1,midterm,R,R,1.4181818181818182,NA,0,0,1,36.85
Iowa,2002,2,46.71,1,midterm,R,R,1.4181818181818182,NA,0,0,1,44.09
Iowa,2002,3,54.25,1,midterm,R,R,1.4181818181818182,NA,0,0,1,65.1
Iowa,2002,4,44.02,1,midterm,R,R,1.4181818181818182,NA,0,0,1,37.4
Iowa,2002,5,37.81,0,midterm,R,R,1.4181818181818182,NA,0,0,1,29.78
Kansas,2002,2,38.31,1,midterm,R,R,1.4181818181818182,NA,0,0,1,30.3
Kansas,2002,3,51.69,1,midterm,R,R,1.4181818181818182,NA,0,0,1,51.64
Kansas,2002,4,37.92,1,midterm,R,R,1.4181818181818182,NA,0,0,1,43.61
Kentucky,2002,1,34.75,1,midterm,R,R,1.4181818181818182,NA,0,0,1,42.03
Kentucky,2002,2,29.52,1,midterm,R,R,1.4181818181818182,NA,0,0,1,31.67
Kentucky,2002,3,48.39,1,midterm,R,R,1.4181818181818182,NA,0,0,1,45.55
Kentucky,2002,4,51.81,1,midterm,R,R,1.4181818181818182,NA,0,0,1,55.5
Kentucky,2002,5,21.71,1,midterm,R,R,1.4181818181818182,NA,0,0,1,26.45
Louisiana,2002,2,85.4,1,midterm,R,R,1.4181818181818182,NA,0,0,1,80.12
Louisiana,2002,4,26.97,1,midterm,R,R,1.4181818181818182,NA,0,0,1,26.22
Maine,2002,1,63.81,1,midterm,R,R,1.4181818181818182,NA,0,0,1,62.08
Louisiana,2002,5,50.28,0,midterm,R,R,1.4181818181818182,NA,0,0,1,25.74
Louisiana,2002,5,53.91,0,midterm,R,R,1.4181818181818182,NA,0,0,1,50.28
Maine,2002,2,52.01,0,midterm,R,R,1.4181818181818182,NA,0,0,1,73.43
Maryland,2002,1,23.2,1,midterm,R,R,1.4181818181818182,NA,0,0,1,35.51
Maryland,2002,2,54.31,0,midterm,R,R,1.4181818181818182,NA,0,0,1,31.36
Maryland,2002,3,65.79,1,midterm,R,R,1.4181818181818182,NA,0,0,1,75.88
Maryland,2002,4,79.05,1,midterm,R,R,1.4181818181818182,NA,0,0,1,87.36
Maryland,2002,5,69.42,1,midterm,R,R,1.4181818181818182,NA,0,0,1,65.12
Maryland,2002,6,33.83,1,midterm,R,R,1.4181818181818182,NA,0,0,1,39.29
Maryland,2002,7,73.59,1,midterm,R,R,1.4181818181818182,NA,0,0,1,87.15
Maryland,2002,8,52.13,1,midterm,R,R,1.4181818181818182,NA,0,0,1,46.69
Massachusetts,2002,1,67.6,1,midterm,R,R,1.4181818181818182,NA,0,0,1,69.71
Massachusetts,2002,5,63.87,1,midterm,R,R,1.4181818181818182,NA,0,0,1,70.73
Massachusetts,2002,6,68.34,1,midterm,R,R,1.4181818181818182,NA,0,0,1,71.09
Massachusetts,2002,10,69.24,1,midterm,R,R,1.4181818181818182,NA,0,0,1,74.3
Michigan,2002,1,68.51,1,midterm,R,R,1.4181818181818182,NA,0,0,1,59.12
Michigan,2002,2,28.24,1,midterm,R,R,1.4181818181818182,NA,0,0,1,34.04
Michigan,2002,3,28.82,1,midterm,R,R,1.4181818181818182,NA,0,0,1,33.71
Michigan,2002,4,30.67,1,midterm,R,R,1.4181818181818182,NA,0,0,1,29.99
Michigan,2002,6,29.76,1,midterm,R,R,1.4181818181818182,NA,0,0,1,30.07
Michigan,2002,7,39.29,1,midterm,R,R,1.4181818181818182,NA,0,0,1,36.87
Michigan,2002,8,31.18,1,midterm,R,R,1.4181818181818182,NA,0,0,1,49.98
Michigan,2002,9,40.7,1,midterm,R,R,1.4181818181818182,NA,0,0,1,62.99
Michigan,2002,10,35.94,0,midterm,R,R,1.4181818181818182,NA,0,0,1,65.99
Michigan,2002,11,40.95,0,midterm,R,R,1.4181818181818182,NA,0,0,1,42.07
Michigan,2002,12,69.62,1,midterm,R,R,1.4181818181818182,NA,0,0,1,66.68
Michigan,2002,14,84.55,1,midterm,R,R,1.4181818181818182,NA,0,0,1,90.58
Michigan,2002,15,73.74,1,midterm,R,R,1.4181818181818182,NA,0,0,1,90.75
Minnesota,2002,1,36.04,1,midterm,R,R,1.4181818181818182,NA,0,0,1,42.46
Minnesota,2002,2,44.19,1,midterm,R,R,1.4181818181818182,NA,0,0,1,49.97
Minnesota,2002,3,27.91,1,midterm,R,R,1.4181818181818182,NA,0,0,1,30.62
Minnesota,2002,4,64.73,1,midterm,R,R,1.4181818181818182,NA,0,0,1,60.86
Minnesota,2002,5,72.14,1,midterm,R,R,1.4181818181818182,NA,0,0,1,75.22
Minnesota,2002,6,37.94,1,midterm,R,R,1.4181818181818182,NA,0,0,1,50.78
Minnesota,2002,7,65.33,1,midterm,R,R,1.4181818181818182,NA,0,0,1,70.12
Minnesota,2002,8,68.73,1,midterm,R,R,1.4181818181818182,NA,0,0,1,72.45
Mississippi,2002,1,25.3,1,midterm,R,R,1.4181818181818182,NA,0,0,1,29.05
Mississippi,2002,2,56.33,1,midterm,R,R,1.4181818181818182,NA,0,0,1,67.58
Mississippi,2002,3,35.35,1,midterm,R,R,1.4181818181818182,NA,0,0,1,26.03
Mississippi,2002,4,77.98,1,midterm,R,R,1.4181818181818182,NA,0,0,1,59.36
Missouri,2002,1,72.13,1,midterm,R,R,1.4181818181818182,NA,0,0,1,77.73
Missouri,2002,2,31.61,1,midterm,R,R,1.4181818181818182,NA,0,0,1,43.4
Missouri,2002,3,60.27,1,midterm,R,R,1.4181818181818182,NA,0,0,1,59.32
Missouri,2002,4,68.81,1,midterm,R,R,1.4181818181818182,NA,0,0,1,68.15
Missouri,2002,5,67.06,1,midterm,R,R,1.4181818181818182,NA,0,0,1,70.64
Missouri,2002,6,35.82,1,midterm,R,R,1.4181818181818182,NA,0,0,1,47.91
Missouri,2002,7,23.51,1,midterm,R,R,1.4181818181818182,NA,0,0,1,24.46
Missouri,2002,8,27.28,1,midterm,R,R,1.4181818181818182,NA,0,0,1,29.46
Missouri,2002,9,29.51,1,midterm,R,R,1.4181818181818182,NA,0,0,1,39.26
Montana,2002,0,33.58,1,midterm,R,R,1.4181818181818182,NA,0,0,1,47.33
Nebraska,2002,2,34.25,1,midterm,R,R,1.4181818181818182,NA,0,0,1,32.06
Nevada,2002,1,55.7,1,midterm,R,R,1.4181818181818182,NA,0,0,1,53.91
Nevada,2002,2,21.18,1,midterm,R,R,1.4181818181818182,NA,0,0,1,31.66
Nevada,2002,3,39.91,0,midterm,R,R,1.4181818181818182,NA,0,0,1,NA
New Hampshire,2002,1,39.84,0,midterm,R,R,1.4181818181818182,NA,0,0,1,46.02
New Hampshire,2002,2,41.83,1,midterm,R,R,1.4181818181818182,NA,0,0,1,41.97
New Jersey,2002,2,29.01,1,midterm,R,R,1.4181818181818182,NA,0,0,1,32.47
New Jersey,2002,3,34.28,1,midterm,R,R,1.4181818181818182,NA,0,0,1,41.81
New Jersey,2002,4,32.68,1,midterm,R,R,1.4181818181818182,NA,0,0,1,35.69
New Jersey,2002,5,39.16,0,midterm,R,R,1.4181818181818182,NA,0,0,1,31.76
New Jersey,2002,6,68.27,1,midterm,R,R,1.4181818181818182,NA,0,0,1,69.41
New Jersey,2002,7,41.38,1,midterm,R,R,1.4181818181818182,NA,0,0,1,46.91
New Jersey,2002,8,68.6,1,midterm,R,R,1.4181818181818182,NA,0,0,1,68.87
New Jersey,2002,9,69.76,1,midterm,R,R,1.4181818181818182,NA,0,0,1,69.38
New Jersey,2002,10,84.45,1,midterm,R,R,1.4181818181818182,NA,0,0,1,87.83
New Jersey,2002,11,26.72,1,midterm,R,R,1.4181818181818182,NA,0,0,1,30.31
New Jersey,2002,12,62.48,1,midterm,R,R,1.4181818181818182,NA,0,0,1,50.11
New Jersey,2002,13,81.16,1,midterm,R,R,1.4181818181818182,NA,0,0,1,80.89
New Mexico,2002,1,44.66,1,midterm,R,R,1.4181818181818182,NA,0,0,1,46.21
New Mexico,2002,2,43.74,0,midterm,R,R,1.4181818181818182,NA,0,0,1,41.89
New York,2002,1,50.83,1,midterm,R,R,1.4181818181818182,NA,0,0,1,42.25
New York,2002,2,59.11,1,midterm,R,R,1.4181818181818182,NA,0,0,1,57.86
New York,2002,3,27.47,1,midterm,R,R,1.4181818181818182,NA,0,0,1,40.09
New York,2002,4,56.54,1,midterm,R,R,1.4181818181818182,NA,0,0,1,60.88
New York,2002,7,73.29,1,midterm,R,R,1.4181818181818182,NA,0,0,1,76.08
New York,2002,8,80.46,1,midterm,R,R,1.4181818181818182,NA,0,0,1,84.74
New York,2002,9,65.71,1,midterm,R,R,1.4181818181818182,NA,0,0,1,68.44
New York,2002,11,87.34,1,midterm,R,R,1.4181818181818182,NA,0,0,1,93.02
New York,2002,13,28.91,1,midterm,R,R,1.4181818181818182,NA,0,0,1,34.41
New York,2002,14,75.25,1,midterm,R,R,1.4181818181818182,NA,0,0,1,76.51
New York,2002,15,88.46,1,midterm,R,R,1.4181818181818182,NA,0,0,1,94.66
New York,2002,16,92.07,1,midterm,R,R,1.4181818181818182,NA,0,0,1,96.32
New York,2002,17,64.52,1,midterm,R,R,1.4181818181818182,NA,0,0,1,89.71
New York,2002,19,27.07,1,midterm,R,R,1.4181818181818182,NA,0,0,1,37.11
New York,2002,20,24.65,1,midterm,R,R,1.4181818181818182,NA,0,0,1,41.03
New York,2002,21,75.09,1,midterm,R,R,1.4181818181818182,NA,0,0,1,74.4
New York,2002,22,66.13,1,midterm,R,R,1.4181818181818182,NA,0,0,1,32.1
New York,2002,25,26.93,1,midterm,R,R,1.4181818181818182,NA,0,0,1,29.82
New York,2002,26,23.34,1,midterm,R,R,1.4181818181818182,NA,0,0,1,62.61
New York,2002,27,28.47,1,midterm,R,R,1.4181818181818182,NA,0,0,1,30.7
New York,2002,28,62.46,1,midterm,R,R,1.4181818181818182,NA,0,0,1,66.81
New York,2002,29,22.53,1,midterm,R,R,1.4181818181818182,NA,0,0,1,61.26
North Carolina,2002,1,64.66,0,midterm,R,R,1.4181818181818182,NA,0,0,1,66.63
