state,year,district,DemVotesMajorPercent,incumb_district,midterm,house_party_in_power_at_election,pres_party_in_power_at_election,mean_dem_natl_gb_margin,total_avg_rating,democratic_house,democratic_president,midterm_election,previous_voteshare
Georgia,1984,6,30.86,1,pres,D,R,5.529411764705882,NA,1,0,0,44.73
Georgia,1984,7,55.22,0,pres,D,R,5.529411764705882,NA,1,0,0,61.12
Georgia,1984,9,67.48,1,pres,D,R,5.529411764705882,NA,1,0,0,76.96
Hawaii,1984,1,84.79,1,pres,D,R,5.529411764705882,NA,1,0,0,83.21
Hawaii,1984,2,84.89,1,pres,D,R,5.529411764705882,NA,1,0,0,88.28
Idaho,1984,1,31.38,1,pres,D,R,5.529411764705882,NA,1,0,0,46.3
Idaho,1984,2,50.04,1,pres,D,R,5.529411764705882,NA,1,0,0,47.74
Illinois,1984,2,82.98,1,pres,D,R,5.529411764705882,NA,1,0,0,87.2
Illinois,1984,3,64.41,1,pres,D,R,5.529411764705882,NA,1,0,0,74
Illinois,1984,4,36.02,1,pres,D,R,5.529411764705882,NA,1,0,0,45.38
Illinois,1984,5,63.56,1,pres,D,R,5.529411764705882,NA,1,0,0,75.42
Illinois,1984,6,24.9,1,pres,D,R,5.529411764705882,NA,1,0,0,31.6
Illinois,1984,7,78.36,1,pres,D,R,5.529411764705882,NA,1,0,0,86.45
Illinois,1984,8,71.31,1,pres,D,R,5.529411764705882,NA,1,0,0,83.44
Illinois,1984,9,67.55,1,pres,D,R,5.529411764705882,NA,1,0,0,67.53
Illinois,1984,10,27.38,1,pres,D,R,5.529411764705882,NA,1,0,0,41.02
Illinois,1984,11,62.61,1,pres,D,R,5.529411764705882,NA,1,0,0,72.56
Illinois,1984,12,22.2,1,pres,D,R,5.529411764705882,NA,1,0,0,31.68
Illinois,1984,13,33,0,pres,D,R,5.529411764705882,NA,1,0,0,30.21
Illinois,1984,14,37.84,0,pres,D,R,5.529411764705882,NA,1,0,0,35.43
Illinois,1984,15,26.77,1,pres,D,R,5.529411764705882,NA,1,0,0,33.66
Illinois,1984,16,41.57,1,pres,D,R,5.529411764705882,NA,1,0,0,42.79
Illinois,1984,17,56.67,1,pres,D,R,5.529411764705882,NA,1,0,0,52.83
Illinois,1984,18,38.95,1,pres,D,R,5.529411764705882,NA,1,0,0,48.38
Illinois,1984,19,52.26,1,pres,D,R,5.529411764705882,NA,1,0,0,47.91
Illinois,1984,20,61.27,1,pres,D,R,5.529411764705882,NA,1,0,0,50.35
Illinois,1984,21,60.16,1,pres,D,R,5.529411764705882,NA,1,0,0,65.68
Illinois,1984,22,50.25,1,pres,D,R,5.529411764705882,NA,1,0,0,66.16
Indiana,1984,1,71.02,0,pres,D,R,5.529411764705882,NA,1,0,0,56.63
Indiana,1984,2,53.58,1,pres,D,R,5.529411764705882,NA,1,0,0,56.21
Indiana,1984,3,47.45,1,pres,D,R,5.529411764705882,NA,1,0,0,48.85
Indiana,1984,4,38.75,1,pres,D,R,5.529411764705882,NA,1,0,0,35.28
Indiana,1984,5,31.7,1,pres,D,R,5.529411764705882,NA,1,0,0,38.93
Indiana,1984,6,26.89,1,pres,D,R,5.529411764705882,NA,1,0,0,35.06
Indiana,1984,7,31.86,1,pres,D,R,5.529411764705882,NA,1,0,0,37.74
Indiana,1984,8,50,1,pres,D,R,5.529411764705882,NA,1,0,0,51.66
Indiana,1984,9,65.35,1,pres,D,R,5.529411764705882,NA,1,0,0,67.41
Indiana,1984,10,59.23,1,pres,D,R,5.529411764705882,NA,1,0,0,66.8
Iowa,1984,1,33.23,1,pres,D,R,5.529411764705882,NA,1,0,0,40.8
Iowa,1984,2,36.1,1,pres,D,R,5.529411764705882,NA,1,0,0,41.14
Iowa,1984,3,39.3,1,pres,D,R,5.529411764705882,NA,1,0,0,44.54
Iowa,1984,4,60.68,1,pres,D,R,5.529411764705882,NA,1,0,0,66.25
Iowa,1984,5,49.22,0,pres,D,R,5.529411764705882,NA,1,0,0,58.87
Iowa,1984,6,62.03,1,pres,D,R,5.529411764705882,NA,1,0,0,64.29
Kansas,1984,1,23.46,1,pres,D,R,5.529411764705882,NA,1,0,0,30.62
Kansas,1984,2,60.58,1,pres,D,R,5.529411764705882,NA,1,0,0,57.44
Kansas,1984,3,42.17,0,pres,D,R,5.529411764705882,NA,1,0,0,39.29
Kansas,1984,4,74.41,1,pres,D,R,5.529411764705882,NA,1,0,0,75.16
Kansas,1984,5,25.55,1,pres,D,R,5.529411764705882,NA,1,0,0,31.53
Kentucky,1984,2,62.13,1,pres,D,R,5.529411764705882,NA,1,0,0,73.84
Kentucky,1984,3,68.12,1,pres,D,R,5.529411764705882,NA,1,0,0,66.92
Kentucky,1984,4,46.35,1,pres,D,R,5.529411764705882,NA,1,0,0,45.53
Kentucky,1984,5,24.12,1,pres,D,R,5.529411764705882,NA,1,0,0,34.83
Kentucky,1984,6,28.19,1,pres,D,R,5.529411764705882,NA,1,0,0,42.14
Kentucky,1984,7,73.65,0,pres,D,R,5.529411764705882,NA,1,0,0,79.37
Louisiana,1984,6,21.89,1,pres,D,R,5.529411764705882,NA,1,0,0,9.3
Maine,1984,1,36.48,1,pres,D,R,5.529411764705882,NA,1,0,0,48.78
Maine,1984,2,22.98,1,pres,D,R,5.529411764705882,NA,1,0,0,33.35
Maryland,1984,1,58.4,1,pres,D,R,5.529411764705882,NA,1,0,0,69.3
Maryland,1984,2,48.63,1,pres,D,R,5.529411764705882,NA,1,0,0,52.61
Louisiana,1984,8,77.99,1,pres,D,R,5.529411764705882,NA,1,0,0,73.06
Maryland,1984,3,69.12,1,pres,D,R,5.529411764705882,NA,1,0,0,74.2
Maryland,1984,4,33.76,1,pres,D,R,5.529411764705882,NA,1,0,0,38.8
Maryland,1984,5,72.18,1,pres,D,R,5.529411764705882,NA,1,0,0,79.58
Maryland,1984,6,65.13,1,pres,D,R,5.529411764705882,NA,1,0,0,74.39
Maryland,1984,8,72.01,1,pres,D,R,5.529411764705882,NA,1,0,0,71.34
Massachusetts,1984,1,27.07,1,pres,D,R,5.529411764705882,NA,1,0,0,25.11
Massachusetts,1984,2,68.7,1,pres,D,R,5.529411764705882,NA,1,0,0,72.63
Massachusetts,1984,3,67.41,1,pres,D,R,5.529411764705882,NA,1,0,0,72.34
Massachusetts,1984,4,74.2,1,pres,D,R,5.529411764705882,NA,1,0,0,59.53
Massachusetts,1984,5,53.36,0,pres,D,R,5.529411764705882,NA,1,0,0,65.97
Massachusetts,1984,6,72.69,1,pres,D,R,5.529411764705882,NA,1,0,0,57.83
Massachusetts,1984,7,71.41,1,pres,D,R,5.529411764705882,NA,1,0,0,77.84
Massachusetts,1984,10,55.71,1,pres,D,R,5.529411764705882,NA,1,0,0,68.72
Michigan,1984,1,89.76,1,pres,D,R,5.529411764705882,NA,1,0,0,95.18
Michigan,1984,2,30.72,1,pres,D,R,5.529411764705882,NA,1,0,0,33.15
Michigan,1984,3,52.93,1,pres,D,R,5.529411764705882,NA,1,0,0,56.91
Michigan,1984,4,33.06,1,pres,D,R,5.529411764705882,NA,1,0,0,39.4
Michigan,1984,5,37.82,0,pres,D,R,5.529411764705882,NA,1,0,0,46.93
Michigan,1984,6,52.87,1,pres,D,R,5.529411764705882,NA,1,0,0,51.96
Michigan,1984,8,64.42,1,pres,D,R,5.529411764705882,NA,1,0,0,61.72
Michigan,1984,9,28.87,1,pres,D,R,5.529411764705882,NA,1,0,0,35.13
Michigan,1984,10,49.69,1,pres,D,R,5.529411764705882,NA,1,0,0,60.7
Michigan,1984,11,41.38,1,pres,D,R,5.529411764705882,NA,1,0,0,39.48
Michigan,1984,12,58.77,1,pres,D,R,5.529411764705882,NA,1,0,0,66.5
Michigan,1984,13,86.62,1,pres,D,R,5.529411764705882,NA,1,0,0,88.75
Michigan,1984,14,59.47,1,pres,D,R,5.529411764705882,NA,1,0,0,53.55
Michigan,1984,15,59.93,1,pres,D,R,5.529411764705882,NA,1,0,0,73.69
Michigan,1984,16,64.07,1,pres,D,R,5.529411764705882,NA,1,0,0,74.4
Michigan,1984,18,19.85,1,pres,D,R,5.529411764705882,NA,1,0,0,25.94
Minnesota,1984,1,56.99,1,pres,D,R,5.529411764705882,NA,1,0,0,51.64
Minnesota,1984,2,36.93,1,pres,D,R,5.529411764705882,NA,1,0,0,45.53
Minnesota,1984,3,26.81,1,pres,D,R,5.529411764705882,NA,1,0,0,26.76
Minnesota,1984,4,74.48,1,pres,D,R,5.529411764705882,NA,1,0,0,73.18
Minnesota,1984,5,72.49,1,pres,D,R,5.529411764705882,NA,1,0,0,69.07
Minnesota,1984,6,60.47,1,pres,D,R,5.529411764705882,NA,1,0,0,50.82
Minnesota,1984,7,42.95,1,pres,D,R,5.529411764705882,NA,1,0,0,49.72
Minnesota,1984,8,67.67,1,pres,D,R,5.529411764705882,NA,1,0,0,76.74
Mississippi,1984,2,49.11,1,pres,D,R,5.529411764705882,NA,1,0,0,49
Mississippi,1984,4,55.32,1,pres,D,R,5.529411764705882,NA,1,0,0,53.52
Mississippi,1984,5,15.34,1,pres,D,R,5.529411764705882,NA,1,0,0,21.45
Missouri,1984,1,68.27,1,pres,D,R,5.529411764705882,NA,1,0,0,66.12
Missouri,1984,2,52.14,1,pres,D,R,5.529411764705882,NA,1,0,0,56.53
Missouri,1984,4,66.93,1,pres,D,R,5.529411764705882,NA,1,0,0,54.78
Missouri,1984,5,67.52,1,pres,D,R,5.529411764705882,NA,1,0,0,59.03
Missouri,1984,6,35.17,1,pres,D,R,5.529411764705882,NA,1,0,0,44.65
Missouri,1984,7,30.39,1,pres,D,R,5.529411764705882,NA,1,0,0,49.49
Missouri,1984,8,34.58,1,pres,D,R,5.529411764705882,NA,1,0,0,46.91
Missouri,1984,9,52.89,1,pres,D,R,5.529411764705882,NA,1,0,0,60.81
Montana,1984,1,67.27,1,pres,D,R,5.529411764705882,NA,1,0,0,61.6
Montana,1984,2,34.08,1,pres,D,R,5.529411764705882,NA,1,0,0,45.15
Nebraska,1984,1,25.9,1,pres,D,R,5.529411764705882,NA,1,0,0,24.91
Nebraska,1984,2,35.05,1,pres,D,R,5.529411764705882,NA,1,0,0,43.19
Nebraska,1984,3,16.71,1,pres,D,R,5.529411764705882,NA,1,0,0,16.05
Nevada,1984,1,56.94,1,pres,D,R,5.529411764705882,NA,1,0,0,57.54
Nevada,1984,2,26.58,1,pres,D,R,5.529411764705882,NA,1,0,0,42.68
New Hampshire,1984,1,40.78,0,pres,D,R,5.529411764705882,NA,1,0,0,55.21
New Hampshire,1984,2,23.32,1,pres,D,R,5.529411764705882,NA,1,0,0,29.16
New Jersey,1984,1,72.12,1,pres,D,R,5.529411764705882,NA,1,0,0,73.68
New Jersey,1984,2,63.24,1,pres,D,R,5.529411764705882,NA,1,0,0,68.6
New Jersey,1984,3,53.8,1,pres,D,R,5.529411764705882,NA,1,0,0,63.23
New Jersey,1984,4,38.69,1,pres,D,R,5.529411764705882,NA,1,0,0,46.9
New Jersey,1984,5,28.83,1,pres,D,R,5.529411764705882,NA,1,0,0,33.89
New Jersey,1984,6,56.61,1,pres,D,R,5.529411764705882,NA,1,0,0,68.54
New Jersey,1984,7,25.53,1,pres,D,R,5.529411764705882,NA,1,0,0,43.59
New Jersey,1984,8,62.93,1,pres,D,R,5.529411764705882,NA,1,0,0,71.24
New Jersey,1984,9,62.64,1,pres,D,R,5.529411764705882,NA,1,0,0,53.53
New Jersey,1984,10,83.67,1,pres,D,R,5.529411764705882,NA,1,0,0,84.05
New Jersey,1984,11,44.24,1,pres,D,R,5.529411764705882,NA,1,0,0,64.91
New Jersey,1984,12,34.56,1,pres,D,R,5.529411764705882,NA,1,0,0,32.63
New Jersey,1984,13,38.75,0,pres,D,R,5.529411764705882,NA,1,0,0,39.68
New Jersey,1984,14,66.4,1,pres,D,R,5.529411764705882,NA,1,0,0,76.89
New Mexico,1984,1,34.35,1,pres,D,R,5.529411764705882,NA,1,0,0,47.56
New Mexico,1984,2,25.67,1,pres,D,R,5.529411764705882,NA,1,0,0,41.6
New Mexico,1984,3,61.71,1,pres,D,R,5.529411764705882,NA,1,0,0,64.57
New York,1984,1,46.9,1,pres,D,R,5.529411764705882,NA,1,0,0,36.07
New York,1984,2,54.7,1,pres,D,R,5.529411764705882,NA,1,0,0,65.42
New York,1984,3,51.56,1,pres,D,R,5.529411764705882,NA,1,0,0,53
New York,1984,4,29.78,1,pres,D,R,5.529411764705882,NA,1,0,0,37.59
New York,1984,5,36.14,1,pres,D,R,5.529411764705882,NA,1,0,0,40
New York,1984,6,82.75,1,pres,D,R,5.529411764705882,NA,1,0,0,47.19
New York,1984,7,69.25,1,pres,D,R,5.529411764705882,NA,1,0,0,77.19
New York,1984,8,62.77,1,pres,D,R,5.529411764705882,NA,1,0,0,75.63
New York,1984,9,52.77,0,pres,D,R,5.529411764705882,NA,1,0,0,78.72
New York,1984,10,73.39,1,pres,D,R,5.529411764705882,NA,1,0,0,80.53
New York,1984,11,86.64,1,pres,D,R,5.529411764705882,NA,1,0,0,89.84
New York,1984,12,90.5,1,pres,D,R,5.529411764705882,NA,1,0,0,93.27
New York,1984,13,65.91,1,pres,D,R,5.529411764705882,NA,1,0,0,82.78
New York,1984,14,29.84,1,pres,D,R,5.529411764705882,NA,1,0,0,43.34
New York,1984,15,43.95,1,pres,D,R,5.529411764705882,NA,1,0,0,45.57
New York,1984,17,82.99,1,pres,D,R,5.529411764705882,NA,1,0,0,85.03
New York,1984,18,90.55,1,pres,D,R,5.529411764705882,NA,1,0,0,42.96
New York,1984,20,49.02,0,pres,D,R,5.529411764705882,NA,1,0,0,57.75
New York,1984,21,21.67,1,pres,D,R,5.529411764705882,NA,1,0,0,24.76
New York,1984,22,28.65,1,pres,D,R,5.529411764705882,NA,1,0,0,44.21
New York,1984,23,78,1,pres,D,R,5.529411764705882,NA,1,0,0,79.89
New York,1984,24,26.84,1,pres,D,R,5.529411764705882,NA,1,0,0,26.06
New York,1984,25,27.21,1,pres,D,R,5.529411764705882,NA,1,0,0,43.2
New York,1984,26,29.4,1,pres,D,R,5.529411764705882,NA,1,0,0,28.39
New York,1984,27,43.37,1,pres,D,R,5.529411764705882,NA,1,0,0,45.39
New York,1984,28,57.72,1,pres,D,R,5.529411764705882,NA,1,0,0,56.98
New York,1984,29,25.88,1,pres,D,R,5.529411764705882,NA,1,0,0,31.25
New York,1984,30,45.5,0,pres,D,R,5.529411764705882,NA,1,0,0,29.05
New York,1984,31,25.02,1,pres,D,R,5.529411764705882,NA,1,0,0,24.73
New York,1984,32,69.37,1,pres,D,R,5.529411764705882,NA,1,0,0,34.33
New York,1984,33,77.57,1,pres,D,R,5.529411764705882,NA,1,0,0,86.43
New York,1984,34,54.92,1,pres,D,R,5.529411764705882,NA,1,0,0,60.87
North Carolina,1984,1,67.12,1,pres,D,R,5.529411764705882,NA,1,0,0,82.06
North Carolina,1984,2,67.71,1,pres,D,R,5.529411764705882,NA,1,0,0,63.48
North Carolina,1984,3,64.11,1,pres,D,R,5.529411764705882,NA,1,0,0,63.84
North Carolina,1984,4,49.36,1,pres,D,R,5.529411764705882,NA,1,0,0,52
North Carolina,1984,5,50.75,1,pres,D,R,5.529411764705882,NA,1,0,0,60.61
North Carolina,1984,6,49.34,1,pres,D,R,5.529411764705882,NA,1,0,0,54.12
North Carolina,1984,7,59.16,1,pres,D,R,5.529411764705882,NA,1,0,0,71.73
North Carolina,1984,8,50.86,1,pres,D,R,5.529411764705882,NA,1,0,0,57.77
North Carolina,1984,9,49.93,0,pres,D,R,5.529411764705882,NA,1,0,0,42.36
North Carolina,1984,10,26.63,1,pres,D,R,5.529411764705882,NA,1,0,0,30.29
North Carolina,1984,11,49.02,1,pres,D,R,5.529411764705882,NA,1,0,0,50.39
North Dakota,1984,0,78.7,1,pres,D,R,5.529411764705882,NA,1,0,0,72.08
Ohio,1984,1,57.77,1,pres,D,R,5.529411764705882,NA,1,0,0,65.31
Ohio,1984,2,31.4,1,pres,D,R,5.529411764705882,NA,1,0,0,35.3
Ohio,1984,4,22.47,1,pres,D,R,5.529411764705882,NA,1,0,0,35.39
Ohio,1984,5,37.28,1,pres,D,R,5.529411764705882,NA,1,0,0,44.79
Ohio,1984,6,26,1,pres,D,R,5.529411764705882,NA,1,0,0,40.78
Ohio,1984,7,21.55,1,pres,D,R,5.529411764705882,NA,1,0,0,42.73
Ohio,1984,8,23.12,1,pres,D,R,5.529411764705882,NA,1,0,0,33.61
Ohio,1984,9,55.87,1,pres,D,R,5.529411764705882,NA,1,0,0,59.62
Ohio,1984,10,26.98,1,pres,D,R,5.529411764705882,NA,1,0,0,36.69
Ohio,1984,11,66.76,1,pres,D,R,5.529411764705882,NA,1,0,0,62.24
Ohio,1984,12,30.46,1,pres,D,R,5.529411764705882,NA,1,0,0,48.37
Ohio,1984,13,68.88,1,pres,D,R,5.529411764705882,NA,1,0,0,63.36
Ohio,1984,14,71.4,1,pres,D,R,5.529411764705882,NA,1,0,0,70.48
Ohio,1984,15,28.41,1,pres,D,R,5.529411764705882,NA,1,0,0,31.02
Ohio,1984,16,27.58,1,pres,D,R,5.529411764705882,NA,1,0,0,34.18
Ohio,1984,17,53.84,1,pres,D,R,5.529411764705882,NA,1,0,0,44.94
Ohio,1984,18,75.94,1,pres,D,R,5.529411764705882,NA,1,0,0,76.1
Ohio,1984,19,56.39,1,pres,D,R,5.529411764705882,NA,1,0,0,60.59
Ohio,1984,21,84.85,1,pres,D,R,5.529411764705882,NA,1,0,0,86.14
Oklahoma,1984,1,52.49,1,pres,D,R,5.529411764705882,NA,1,0,0,54.14
Oklahoma,1984,2,74.06,1,pres,D,R,5.529411764705882,NA,1,0,0,72.29
Oklahoma,1984,3,77.76,1,pres,D,R,5.529411764705882,NA,1,0,0,82.21
Oklahoma,1984,4,64.27,1,pres,D,R,5.529411764705882,NA,1,0,0,65.5
Oklahoma,1984,5,22.43,1,pres,D,R,5.529411764705882,NA,1,0,0,30.02
Oklahoma,1984,6,58.93,1,pres,D,R,5.529411764705882,NA,1,0,0,75.41
Oregon,1984,1,53.1,1,pres,D,R,5.529411764705882,NA,1,0,0,53.84
Oregon,1984,2,43.02,1,pres,D,R,5.529411764705882,NA,1,0,0,44.43
Oregon,1984,3,72.32,1,pres,D,R,5.529411764705882,NA,1,0,0,78.31
Oregon,1984,4,58.17,1,pres,D,R,5.529411764705882,NA,1,0,0,59.05
Oregon,1984,5,45.51,1,pres,D,R,5.529411764705882,NA,1,0,0,48.78
Pennsylvania,1984,1,74.93,1,pres,D,R,5.529411764705882,NA,1,0,0,73.09
Pennsylvania,1984,2,91.67,1,pres,D,R,5.529411764705882,NA,1,0,0,83.72
Pennsylvania,1984,3,64.13,1,pres,D,R,5.529411764705882,NA,1,0,0,50.69
Pennsylvania,1984,4,56.79,1,pres,D,R,5.529411764705882,NA,1,0,0,60.89
Pennsylvania,1984,5,27.4,1,pres,D,R,5.529411764705882,NA,1,0,0,32.76
Pennsylvania,1984,7,50.08,1,pres,D,R,5.529411764705882,NA,1,0,0,55.44
Pennsylvania,1984,8,50.89,1,pres,D,R,5.529411764705882,NA,1,0,0,50.7
Pennsylvania,1984,9,33.46,1,pres,D,R,5.529411764705882,NA,1,0,0,34.94
Pennsylvania,1984,10,22.89,1,pres,D,R,5.529411764705882,NA,1,0,0,32.49
Pennsylvania,1984,11,58.57,0,pres,D,R,5.529411764705882,NA,1,0,0,53.52
Pennsylvania,1984,12,70.05,1,pres,D,R,5.529411764705882,NA,1,0,0,64
Pennsylvania,1984,13,43.89,1,pres,D,R,5.529411764705882,NA,1,0,0,35.35
Pennsylvania,1984,14,79.36,1,pres,D,R,5.529411764705882,NA,1,0,0,78.68
Pennsylvania,1984,15,41.87,1,pres,D,R,5.529411764705882,NA,1,0,0,42.2
Pennsylvania,1984,16,22.2,1,pres,D,R,5.529411764705882,NA,1,0,0,28.65
Pennsylvania,1984,17,27.39,1,pres,D,R,5.529411764705882,NA,1,0,0,42.37
Pennsylvania,1984,18,63.09,1,pres,D,R,5.529411764705882,NA,1,0,0,54.67
Pennsylvania,1984,19,23.81,1,pres,D,R,5.529411764705882,NA,1,0,0,29.23
Pennsylvania,1984,20,75.96,1,pres,D,R,5.529411764705882,NA,1,0,0,76.91
Pennsylvania,1984,21,34.28,1,pres,D,R,5.529411764705882,NA,1,0,0,49.77
Pennsylvania,1984,22,79.43,1,pres,D,R,5.529411764705882,NA,1,0,0,79.09
Pennsylvania,1984,23,48.37,1,pres,D,R,5.529411764705882,NA,1,0,0,34.78
Rhode Island,1984,1,68.54,1,pres,D,R,5.529411764705882,NA,1,0,0,61.36
Rhode Island,1984,2,32.26,1,pres,D,R,5.529411764705882,NA,1,0,0,44.36
South Carolina,1984,1,38.27,1,pres,D,R,5.529411764705882,NA,1,0,0,45.28
South Carolina,1984,2,37.17,1,pres,D,R,5.529411764705882,NA,1,0,0,41.49
South Carolina,1984,3,59.02,1,pres,D,R,5.529411764705882,NA,1,0,0,60.25
South Carolina,1984,4,35.49,1,pres,D,R,5.529411764705882,NA,1,0,0,36.66
South Carolina,1984,6,60.7,1,pres,D,R,5.529411764705882,NA,1,0,0,52.49
South Dakota,1984,0,57.37,1,pres,D,R,5.529411764705882,NA,1,0,0,51.56
Tennessee,1984,2,22.66,1,pres,D,R,5.529411764705882,NA,1,0,0,23.94
Tennessee,1984,3,52.44,1,pres,D,R,5.529411764705882,NA,1,0,0,63.01
Tennessee,1984,4,75.16,1,pres,D,R,5.529411764705882,NA,1,0,0,66.13
Tennessee,1984,6,62.82,0,pres,D,R,5.529411764705882,NA,1,0,0,25.36
Tennessee,1984,9,71.55,1,pres,D,R,5.529411764705882,NA,1,0,0,73.32
Texas,1984,2,59.26,1,pres,D,R,5.529411764705882,NA,1,0,0,70.11
Texas,1984,3,17.01,1,pres,D,R,5.529411764705882,NA,1,0,0,22.04
Texas,1984,4,57.97,1,pres,D,R,5.529411764705882,NA,1,0,0,74.5
Texas,1984,6,43.4,0,pres,D,R,5.529411764705882,NA,1,0,0,70.88
Texas,1984,7,13.33,1,pres,D,R,5.529411764705882,NA,1,0,0,14.11
Texas,1984,8,35.45,1,pres,D,R,5.529411764705882,NA,1,0,0,42.9
Texas,1984,9,58.85,1,pres,D,R,5.529411764705882,NA,1,0,0,69.03
Texas,1984,13,46.99,1,pres,D,R,5.529411764705882,NA,1,0,0,64.34
Texas,1984,14,48.7,1,pres,D,R,5.529411764705882,NA,1,0,0,61.09
Texas,1984,16,57.44,1,pres,D,R,5.529411764705882,NA,1,0,0,54.97
Texas,1984,18,80.59,1,pres,D,R,5.529411764705882,NA,1,0,0,84.89
Texas,1984,19,41.87,0,pres,D,R,5.529411764705882,NA,1,0,0,82.47
Texas,1984,21,19.37,1,pres,D,R,5.529411764705882,NA,1,0,0,24.79
Texas,1984,22,34.68,0,pres,D,R,5.529411764705882,NA,1,0,0,48.63
Texas,1984,24,59.47,1,pres,D,R,5.529411764705882,NA,1,0,0,73.69
Texas,1984,25,64.04,1,pres,D,R,5.529411764705882,NA,1,0,0,61.46
Texas,1984,26,48.75,1,pres,D,R,5.529411764705882,NA,1,0,0,50.12
Texas,1984,27,63.64,0,pres,D,R,5.529411764705882,NA,1,0,0,65.42
Utah,1984,1,28.37,1,pres,D,R,5.529411764705882,NA,1,0,0,37.2
Utah,1984,2,49.88,0,pres,D,R,5.529411764705882,NA,1,0,0,46.16
Utah,1984,3,25.1,1,pres,D,R,5.529411764705882,NA,1,0,0,NA
Vermont,1984,0,28.97,1,pres,D,R,5.529411764705882,NA,1,0,0,25.11
Virginia,1984,1,40.26,1,pres,D,R,5.529411764705882,NA,1,0,0,44.78
Virginia,1984,6,53.53,1,pres,D,R,5.529411764705882,NA,1,0,0,50.61
Virginia,1984,7,41.57,0,pres,D,R,5.529411764705882,NA,1,0,0,37.73
Virginia,1984,8,43.75,1,pres,D,R,5.529411764705882,NA,1,0,0,49.44
Virginia,1984,9,52.01,1,pres,D,R,5.529411764705882,NA,1,0,0,50.37
Virginia,1984,10,37.49,1,pres,D,R,5.529411764705882,NA,1,0,0,46.56
Washington,1984,1,43.74,0,pres,D,R,5.529411764705882,NA,1,0,0,32.41
Washington,1984,2,60.32,1,pres,D,R,5.529411764705882,NA,1,0,0,59.64
Washington,1984,3,71.08,1,pres,D,R,5.529411764705882,NA,1,0,0,61.99
Washington,1984,4,23.88,1,pres,D,R,5.529411764705882,NA,1,0,0,29.08
Washington,1984,5,69.68,1,pres,D,R,5.529411764705882,NA,1,0,0,64.3
Washington,1984,6,67.19,1,pres,D,R,5.529411764705882,NA,1,0,0,65.35
Washington,1984,7,70.92,1,pres,D,R,5.529411764705882,NA,1,0,0,70.93
Washington,1984,8,37.56,1,pres,D,R,5.529411764705882,NA,1,0,0,43.03
West Virginia,1984,1,54.43,1,pres,D,R,5.529411764705882,NA,1,0,0,53.16
West Virginia,1984,2,55.97,1,pres,D,R,5.529411764705882,NA,1,0,0,64.02
West Virginia,1984,3,67.94,1,pres,D,R,5.529411764705882,NA,1,0,0,58.17
West Virginia,1984,4,57.12,1,pres,D,R,5.529411764705882,NA,1,0,0,80.52
Wisconsin,1984,1,56.21,1,pres,D,R,5.529411764705882,NA,1,0,0,61.58
Wisconsin,1984,2,63.66,1,pres,D,R,5.529411764705882,NA,1,0,0,61.02
Wisconsin,1984,3,31.64,1,pres,D,R,5.529411764705882,NA,1,0,0,43.07
Wisconsin,1984,4,67.03,0,pres,D,R,5.529411764705882,NA,1,0,0,70.58
Wisconsin,1984,6,24.17,1,pres,D,R,5.529411764705882,NA,1,0,0,34.99
Wisconsin,1984,7,61.24,1,pres,D,R,5.529411764705882,NA,1,0,0,67.98
Wisconsin,1984,8,31.22,1,pres,D,R,5.529411764705882,NA,1,0,0,42.34
Wisconsin,1984,9,26.25,1,pres,D,R,5.529411764705882,NA,1,0,0,21.61
Wyoming,1984,0,24.91,1,pres,D,R,5.529411764705882,NA,1,0,0,28.91
Alabama,1982,1,38.19,1,midterm,D,R,13.4,NA,1,0,1,36.06
Alabama,1982,2,49.58,1,midterm,D,R,13.4,NA,1,0,1,37.71
Alabama,1982,5,81.56,1,midterm,D,R,13.4,NA,1,0,1,75.23
Alabama,1982,6,53.43,1,midterm,D,R,13.4,NA,1,0,1,46.18
Alaska,1982,0,28.85,1,midterm,D,R,13.4,NA,1,0,1,25.92
Arizona,1982,1,31.65,0,midterm,D,R,13.4,NA,1,0,1,22.62
Arizona,1982,2,72.12,1,midterm,D,R,13.4,NA,1,0,1,59.03
Arizona,1982,3,36.69,1,midterm,D,R,13.4,NA,1,0,1,68.24
Arizona,1982,4,31.6,1,midterm,D,R,13.4,NA,1,0,1,37.36
Arizona,1982,5,50.74,0,midterm,D,R,13.4,NA,1,0,1,NA
Arkansas,1982,1,64.81,1,midterm,D,R,13.4,NA,1,0,1,68.86
Arkansas,1982,2,46.14,1,midterm,D,R,13.4,NA,1,0,1,20.99
Arkansas,1982,3,34.03,1,midterm,D,R,13.4,NA,1,0,1,21.56
Arkansas,1982,4,65.57,0,midterm,D,R,13.4,NA,1,0,1,64.99
California,1982,1,51.36,1,midterm,D,R,13.4,NA,1,0,1,42.59
California,1982,2,41.17,0,midterm,D,R,13.4,NA,1,0,1,43.66
California,1982,4,63.86,1,midterm,D,R,13.4,NA,1,0,1,68.72
California,1982,5,58.87,1,midterm,D,R,13.4,NA,1,0,1,53.01
California,1982,6,53.99,0,midterm,D,R,13.4,NA,1,0,1,73.03
California,1982,7,69.03,1,midterm,D,R,13.4,NA,1,0,1,66.84
California,1982,8,55.95,1,midterm,D,R,13.4,NA,1,0,1,58.6
California,1982,9,60.66,1,midterm,D,R,13.4,NA,1,0,1,57.36
California,1982,10,65.05,1,midterm,D,R,13.4,NA,1,0,1,68.97
